state,district,soil_type,season,irrigation_available,land_area,climate_zone,label_crop
Gujarat,Ahmedabad,Alluvial,Kharif,0,22.8,Arid,Rice
Maharashtra,Aurangabad,Clay,Kharif,1,14.0,Semi-arid,Rice
Karnataka,Mysore,Sandy,Kharif,1,0.7,Humid,Groundnut
Maharashtra,Nagpur,Red,Zaid,1,10.7,Sub-humid,Sunflower
Maharashtra,Ahmednagar,Loamy,Kharif,1,15.4,Semi-arid,Sunflower
Gujarat,Surat,Sandy,Kharif,1,4.0,Humid,Groundnut
Maharashtra,Solapur,Laterite,Zaid,0,18.4,Arid,Groundnut
Karnataka,Gulbarga,Laterite,Rabi,1,3.8,Semi-arid,Gram
Gujarat,Vadodara,Red,Kharif,0,3.3,Semi-arid,Maize
Karnataka,Hubli,Laterite,Rabi,1,23.9,Semi-arid,Wheat
Karnataka,Mysore,Black,Rabi,1,15.9,Humid,Wheat
Karnataka,Mysore,Red,Kharif,1,8.6,Humid,Groundnut
Maharashtra,Nagpur,Alluvial,Rabi,1,7.6,Sub-humid,Onion
Gujarat,Ahmedabad,Laterite,Kharif,1,3.1,Arid,Groundnut
Maharashtra,Kolhapur,Laterite,Zaid,1,14.4,Humid,Groundnut
Karnataka,Gulbarga,Laterite,Rabi,1,10.2,Semi-arid,Wheat
Karnataka,Mysore,Red,Rabi,1,10.4,Humid,Sunflower
Karnataka,Belgaum,Sandy,Rabi,1,8.0,Semi-arid,Wheat
Gujarat,Ahmedabad,Alluvial,Zaid,1,5.3,Arid,Onion
Gujarat,Vadodara,Alluvial,Rabi,0,3.6,Semi-arid,Onion
Gujarat,Junagadh,Alluvial,Rabi,1,18.2,Arid,Wheat
Karnataka,Mysore,Clay,Zaid,0,15.7,Humid,Sunflower
Karnataka,Mysore,Loamy,Zaid,1,7.6,Humid,Maize
Gujarat,Rajkot,Sandy,Kharif,0,7.7,Semi-arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,1,5.5,Humid,Maize
Karnataka,Bangalore Rural,Clay,Kharif,1,3.4,Semi-arid,Rice
Karnataka,Gulbarga,Sandy,Zaid,1,0.6,Semi-arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,0,11.2,Humid,Tur
Maharashtra,Nashik,Loamy,Rabi,0,24.5,Semi-arid,Wheat
Maharashtra,Nagpur,Laterite,Kharif,1,3.1,Sub-humid,Tur
Gujarat,Vadodara,Sandy,Rabi,0,20.2,Semi-arid,Sunflower
Maharashtra,Aurangabad,Loamy,Kharif,1,14.8,Semi-arid,Soybean
Gujarat,Rajkot,Clay,Zaid,1,13.4,Semi-arid,Maize
Karnataka,Gulbarga,Alluvial,Rabi,0,15.9,Semi-arid,Gram
Maharashtra,Nashik,Red,Rabi,1,8.7,Semi-arid,Sunflower
Maharashtra,Kolhapur,Sandy,Zaid,0,20.0,Humid,Groundnut
Karnataka,Hubli,Red,Kharif,0,3.0,Semi-arid,Maize
Gujarat,Ahmedabad,Sandy,Rabi,1,19.1,Arid,Sunflower
Gujarat,Surat,Loamy,Kharif,1,17.6,Humid,Cotton
Karnataka,Mysore,Loamy,Kharif,1,13.3,Humid,Sunflower
Gujarat,Ahmedabad,Black,Kharif,1,8.7,Arid,Jowar
Gujarat,Surat,Alluvial,Zaid,1,22.6,Humid,Onion
Gujarat,Junagadh,Red,Rabi,0,2.8,Arid,Sunflower
Karnataka,Mysore,Sandy,Rabi,1,20.8,Humid,Wheat
Maharashtra,Satara,Clay,Zaid,1,14.9,Humid,Onion
Gujarat,Rajkot,Loamy,Zaid,1,12.2,Semi-arid,Maize
Maharashtra,Nashik,Red,Zaid,1,7.8,Semi-arid,Sunflower
Gujarat,Surat,Laterite,Zaid,1,3.7,Humid,Groundnut
Maharashtra,Satara,Sandy,Rabi,1,17.0,Humid,Onion
Maharashtra,Nagpur,Loamy,Zaid,0,15.7,Sub-humid,Sunflower
Maharashtra,Nashik,Red,Kharif,1,23.6,Semi-arid,Sunflower
Karnataka,Gulbarga,Black,Rabi,0,14.1,Semi-arid,Sunflower
Gujarat,Surat,Sandy,Kharif,0,20.4,Humid,Groundnut
Gujarat,Surat,Laterite,Kharif,0,1.7,Humid,Tur
Maharashtra,Nagpur,Clay,Zaid,1,13.5,Sub-humid,Groundnut
Maharashtra,Pune,Black,Rabi,1,17.7,Semi-arid,Gram
Maharashtra,Nagpur,Black,Rabi,1,2.0,Sub-humid,Gram
Gujarat,Ahmedabad,Loamy,Rabi,1,10.0,Arid,Sunflower
Gujarat,Rajkot,Loamy,Zaid,1,4.7,Semi-arid,Sunflower
Maharashtra,Satara,Loamy,Rabi,0,8.7,Humid,Gram
Gujarat,Junagadh,Clay,Zaid,0,4.8,Arid,Groundnut
Karnataka,Mysore,Sandy,Zaid,1,8.3,Humid,Groundnut
Maharashtra,Nashik,Clay,Zaid,0,21.3,Semi-arid,Maize
Karnataka,Bangalore Rural,Clay,Zaid,1,24.5,Semi-arid,Maize
Gujarat,Rajkot,Laterite,Rabi,1,19.5,Semi-arid,Onion
Maharashtra,Aurangabad,Sandy,Rabi,1,22.7,Semi-arid,Gram
Karnataka,Bangalore Rural,Alluvial,Zaid,0,8.1,Semi-arid,Maize
Gujarat,Rajkot,Sandy,Kharif,0,24.1,Semi-arid,Groundnut
Gujarat,Vadodara,Loamy,Zaid,1,2.3,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Kharif,1,14.9,Semi-arid,Groundnut
Karnataka,Belgaum,Red,Zaid,0,16.1,Semi-arid,Sunflower
Maharashtra,Pune,Loamy,Kharif,1,21.2,Semi-arid,Maize
Maharashtra,Ahmednagar,Sandy,Zaid,0,13.6,Semi-arid,Groundnut
Maharashtra,Satara,Sandy,Zaid,1,15.5,Humid,Groundnut
Gujarat,Ahmedabad,Laterite,Rabi,1,1.8,Arid,Wheat
Gujarat,Junagadh,Clay,Rabi,1,19.7,Arid,Gram
Maharashtra,Satara,Sandy,Kharif,1,10.8,Humid,Groundnut
Gujarat,Vadodara,Sandy,Zaid,0,0.9,Semi-arid,Groundnut
Maharashtra,Solapur,Black,Kharif,0,5.1,Arid,Jowar
Maharashtra,Pune,Loamy,Kharif,1,10.9,Semi-arid,Cotton
Karnataka,Hubli,Clay,Kharif,1,19.8,Semi-arid,Rice
Karnataka,Gulbarga,Black,Kharif,0,11.6,Semi-arid,Jowar
Gujarat,Junagadh,Laterite,Kharif,0,23.1,Arid,Groundnut
Maharashtra,Kolhapur,Alluvial,Rabi,0,16.7,Humid,Gram
Karnataka,Belgaum,Alluvial,Kharif,1,16.1,Semi-arid,Rice
Maharashtra,Aurangabad,Black,Zaid,0,13.8,Semi-arid,Sunflower
Maharashtra,Satara,Laterite,Kharif,1,22.0,Humid,Tur
Maharashtra,Satara,Clay,Zaid,1,8.7,Humid,Onion
Gujarat,Vadodara,Sandy,Zaid,0,9.3,Semi-arid,Groundnut
Gujarat,Surat,Laterite,Zaid,1,7.6,Humid,Groundnut
Maharashtra,Kolhapur,Laterite,Zaid,0,17.3,Humid,Groundnut
Gujarat,Junagadh,Red,Kharif,1,5.5,Arid,Tur
Maharashtra,Satara,Clay,Zaid,1,21.6,Humid,Groundnut
Gujarat,Junagadh,Red,Kharif,1,5.8,Arid,Cotton
Gujarat,Ahmedabad,Laterite,Zaid,1,12.0,Arid,Groundnut
Maharashtra,Pune,Sandy,Zaid,1,21.3,Semi-arid,Groundnut
Gujarat,Junagadh,Alluvial,Kharif,1,13.5,Arid,Maize
Karnataka,Belgaum,Alluvial,Zaid,1,18.0,Semi-arid,Onion
Karnataka,Bangalore Rural,Black,Rabi,1,6.6,Semi-arid,Gram
Maharashtra,Ahmednagar,Loamy,Kharif,1,14.5,Semi-arid,Soybean
Karnataka,Bangalore Rural,Red,Zaid,1,16.3,Semi-arid,Groundnut
Gujarat,Vadodara,Black,Zaid,0,1.0,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Rabi,1,17.3,Semi-arid,Onion
Karnataka,Gulbarga,Black,Rabi,1,7.6,Semi-arid,Wheat
Gujarat,Rajkot,Red,Zaid,1,15.3,Semi-arid,Sunflower
Maharashtra,Solapur,Sandy,Kharif,1,12.7,Arid,Groundnut
Gujarat,Ahmedabad,Laterite,Rabi,1,5.3,Arid,Gram
Karnataka,Hubli,Red,Kharif,1,13.7,Semi-arid,Maize
Karnataka,Gulbarga,Red,Zaid,0,0.7,Semi-arid,Sunflower
Gujarat,Surat,Alluvial,Rabi,1,16.5,Humid,Gram
Gujarat,Vadodara,Red,Rabi,1,13.9,Semi-arid,Sunflower
Gujarat,Surat,Alluvial,Kharif,1,4.0,Humid,Maize
Maharashtra,Aurangabad,Alluvial,Zaid,1,17.3,Semi-arid,Maize
Karnataka,Gulbarga,Loamy,Rabi,1,1.1,Semi-arid,Wheat
Karnataka,Mysore,Laterite,Rabi,1,9.7,Humid,Sunflower
Gujarat,Ahmedabad,Laterite,Kharif,0,8.4,Arid,Groundnut
Karnataka,Bangalore Rural,Sandy,Kharif,0,12.8,Semi-arid,Groundnut
Maharashtra,Nashik,Laterite,Rabi,1,11.0,Semi-arid,Wheat
Gujarat,Ahmedabad,Laterite,Kharif,1,22.6,Arid,Tur
Maharashtra,Nashik,Loamy,Kharif,0,20.9,Semi-arid,Sunflower
Maharashtra,Nagpur,Red,Zaid,1,18.7,Sub-humid,Groundnut
Maharashtra,Ahmednagar,Clay,Rabi,1,2.7,Semi-arid,Wheat
Gujarat,Surat,Sandy,Zaid,1,15.6,Humid,Groundnut
Maharashtra,Aurangabad,Black,Zaid,0,18.8,Semi-arid,Sunflower
Maharashtra,Satara,Laterite,Zaid,1,5.7,Humid,Groundnut
Gujarat,Ahmedabad,Clay,Zaid,1,16.9,Arid,Sunflower
Maharashtra,Nagpur,Red,Zaid,0,19.9,Sub-humid,Groundnut
Karnataka,Belgaum,Black,Zaid,1,6.9,Semi-arid,Sunflower
Gujarat,Junagadh,Red,Kharif,1,19.4,Arid,Maize
Karnataka,Bangalore Rural,Laterite,Rabi,1,11.2,Semi-arid,Gram
Gujarat,Junagadh,Red,Zaid,1,3.3,Arid,Maize
Maharashtra,Solapur,Clay,Rabi,0,11.2,Arid,Gram
Karnataka,Bangalore Rural,Loamy,Rabi,1,12.2,Semi-arid,Wheat
Karnataka,Bangalore Rural,Loamy,Rabi,1,18.9,Semi-arid,Sunflower
Karnataka,Gulbarga,Black,Rabi,1,5.5,Semi-arid,Gram
Gujarat,Vadodara,Black,Kharif,0,14.9,Semi-arid,Sunflower
Gujarat,Junagadh,Clay,Rabi,1,2.3,Arid,Wheat
Karnataka,Mysore,Sandy,Kharif,1,6.9,Humid,Groundnut
Gujarat,Surat,Loamy,Kharif,1,12.8,Humid,Sunflower
Karnataka,Gulbarga,Black,Kharif,1,21.4,Semi-arid,Cotton
Maharashtra,Nashik,Laterite,Rabi,1,13.0,Semi-arid,Wheat
Maharashtra,Nashik,Sandy,Kharif,1,1.2,Semi-arid,Groundnut
Karnataka,Gulbarga,Alluvial,Zaid,1,15.7,Semi-arid,Onion
Karnataka,Hubli,Clay,Rabi,0,18.2,Semi-arid,Wheat
Gujarat,Vadodara,Sandy,Kharif,1,23.0,Semi-arid,Groundnut
Gujarat,Surat,Sandy,Zaid,0,3.3,Humid,Groundnut
Karnataka,Gulbarga,Clay,Kharif,0,23.5,Semi-arid,Rice
Gujarat,Vadodara,Red,Rabi,1,11.0,Semi-arid,Sunflower
Karnataka,Hubli,Alluvial,Zaid,0,7.8,Semi-arid,Onion
Gujarat,Ahmedabad,Clay,Kharif,1,23.6,Arid,Rice
Maharashtra,Satara,Alluvial,Rabi,1,15.9,Humid,Onion
Maharashtra,Satara,Red,Rabi,0,19.5,Humid,Sunflower
Karnataka,Belgaum,Black,Kharif,0,11.4,Semi-arid,Soybean
Maharashtra,Ahmednagar,Alluvial,Kharif,1,12.8,Semi-arid,Rice
Karnataka,Belgaum,Loamy,Rabi,0,10.1,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Kharif,1,9.5,Semi-arid,Rice
Maharashtra,Aurangabad,Clay,Rabi,0,7.0,Semi-arid,Gram
Maharashtra,Ahmednagar,Sandy,Rabi,1,7.2,Semi-arid,Wheat
Karnataka,Gulbarga,Sandy,Rabi,1,21.4,Semi-arid,Onion
Gujarat,Vadodara,Loamy,Zaid,1,16.5,Semi-arid,Sunflower
Maharashtra,Kolhapur,Black,Kharif,1,5.1,Humid,Sunflower
Gujarat,Ahmedabad,Laterite,Kharif,1,10.2,Arid,Groundnut
Maharashtra,Pune,Laterite,Rabi,1,9.6,Semi-arid,Gram
Maharashtra,Pune,Red,Zaid,1,9.7,Semi-arid,Sunflower
Gujarat,Vadodara,Red,Kharif,1,6.7,Semi-arid,Maize
Maharashtra,Nagpur,Loamy,Zaid,1,4.6,Sub-humid,Sunflower
Maharashtra,Nagpur,Red,Kharif,1,6.6,Sub-humid,Groundnut
Gujarat,Surat,Clay,Kharif,1,10.4,Humid,Rice
Maharashtra,Ahmednagar,Black,Rabi,0,11.7,Semi-arid,Gram
Maharashtra,Kolhapur,Clay,Zaid,0,15.6,Humid,Sunflower
Gujarat,Surat,Alluvial,Zaid,0,12.4,Humid,Maize
Karnataka,Mysore,Black,Rabi,1,3.3,Humid,Wheat
Maharashtra,Ahmednagar,Red,Rabi,1,14.2,Semi-arid,Sunflower
Karnataka,Gulbarga,Red,Rabi,0,18.5,Semi-arid,Sunflower
Karnataka,Gulbarga,Clay,Rabi,1,11.7,Semi-arid,Gram
Karnataka,Gulbarga,Clay,Rabi,1,20.6,Semi-arid,Wheat
Karnataka,Belgaum,Sandy,Rabi,0,17.9,Semi-arid,Gram
Gujarat,Junagadh,Loamy,Zaid,0,7.3,Arid,Sunflower
Gujarat,Ahmedabad,Loamy,Rabi,1,13.1,Arid,Sunflower
Gujarat,Surat,Laterite,Zaid,1,23.4,Humid,Groundnut
Karnataka,Gulbarga,Red,Zaid,0,8.6,Semi-arid,Groundnut
Maharashtra,Satara,Sandy,Zaid,1,11.1,Humid,Groundnut
Karnataka,Hubli,Loamy,Kharif,0,7.6,Semi-arid,Maize
Gujarat,Vadodara,Red,Rabi,0,8.4,Semi-arid,Sunflower
Karnataka,Hubli,Black,Kharif,0,6.0,Semi-arid,Jowar
Gujarat,Surat,Sandy,Zaid,1,1.5,Humid,Groundnut
Karnataka,Bangalore Rural,Alluvial,Zaid,0,21.6,Semi-arid,Onion
Karnataka,Belgaum,Loamy,Kharif,0,22.4,Semi-arid,Sunflower
Gujarat,Surat,Loamy,Kharif,1,18.8,Humid,Sunflower
Karnataka,Bangalore Rural,Black,Zaid,1,8.4,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Red,Rabi,1,1.3,Semi-arid,Sunflower
Karnataka,Mysore,Loamy,Rabi,1,10.5,Humid,Gram
Maharashtra,Nashik,Laterite,Rabi,1,12.7,Semi-arid,Sunflower
Gujarat,Junagadh,Red,Zaid,1,16.7,Arid,Maize
Maharashtra,Satara,Red,Rabi,0,9.5,Humid,Sunflower
Maharashtra,Nashik,Black,Zaid,1,7.1,Semi-arid,Sunflower
Gujarat,Junagadh,Laterite,Rabi,1,7.2,Arid,Sunflower
Karnataka,Mysore,Sandy,Zaid,1,10.5,Humid,Groundnut
Maharashtra,Solapur,Red,Kharif,0,18.3,Arid,Cotton
Maharashtra,Pune,Black,Zaid,1,14.1,Semi-arid,Sunflower
Maharashtra,Satara,Clay,Zaid,0,13.7,Humid,Groundnut
Karnataka,Belgaum,Red,Zaid,0,3.6,Semi-arid,Sunflower
Karnataka,Mysore,Black,Kharif,1,17.7,Humid,Jowar
Gujarat,Vadodara,Clay,Kharif,1,20.0,Semi-arid,Rice
Gujarat,Rajkot,Clay,Zaid,0,21.2,Semi-arid,Groundnut
Karnataka,Hubli,Alluvial,Kharif,1,20.7,Semi-arid,Maize
Gujarat,Vadodara,Alluvial,Rabi,1,6.8,Semi-arid,Gram
Gujarat,Rajkot,Laterite,Zaid,1,18.5,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Alluvial,Zaid,1,8.7,Semi-arid,Onion
Gujarat,Vadodara,Sandy,Rabi,0,12.5,Semi-arid,Gram
Maharashtra,Satara,Black,Zaid,1,16.0,Humid,Sunflower
Maharashtra,Ahmednagar,Clay,Zaid,0,9.2,Semi-arid,Onion
Karnataka,Bangalore Rural,Loamy,Kharif,1,17.3,Semi-arid,Sunflower
Maharashtra,Solapur,Alluvial,Zaid,1,24.0,Arid,Maize
Karnataka,Hubli,Sandy,Zaid,1,9.8,Semi-arid,Groundnut
Maharashtra,Nagpur,Laterite,Kharif,1,2.5,Sub-humid,Groundnut
Karnataka,Gulbarga,Clay,Kharif,0,21.1,Semi-arid,Rice
Karnataka,Bangalore Rural,Red,Kharif,0,11.9,Semi-arid,Jowar
Gujarat,Ahmedabad,Sandy,Kharif,1,13.8,Arid,Groundnut
Maharashtra,Nagpur,Black,Zaid,1,8.8,Sub-humid,Sunflower
Karnataka,Hubli,Red,Rabi,1,9.1,Semi-arid,Sunflower
Karnataka,Mysore,Black,Kharif,0,15.3,Humid,Soybean
Gujarat,Ahmedabad,Alluvial,Kharif,0,5.6,Arid,Rice
Karnataka,Gulbarga,Red,Zaid,1,23.6,Semi-arid,Sunflower
Gujarat,Surat,Clay,Rabi,0,17.5,Humid,Wheat
Gujarat,Rajkot,Sandy,Kharif,1,18.2,Semi-arid,Groundnut
Karnataka,Hubli,Clay,Rabi,1,17.5,Semi-arid,Wheat
Maharashtra,Solapur,Alluvial,Rabi,1,15.3,Arid,Wheat
Maharashtra,Kolhapur,Clay,Zaid,1,9.0,Humid,Onion
Maharashtra,Nashik,Laterite,Kharif,0,21.0,Semi-arid,Groundnut
Karnataka,Belgaum,Red,Zaid,1,13.9,Semi-arid,Sunflower
Gujarat,Surat,Loamy,Rabi,0,19.9,Humid,Gram
Gujarat,Surat,Loamy,Kharif,0,12.6,Humid,Sunflower
Gujarat,Rajkot,Red,Kharif,1,0.8,Semi-arid,Maize
Gujarat,Ahmedabad,Loamy,Rabi,1,22.0,Arid,Wheat
Maharashtra,Nashik,Red,Zaid,1,14.7,Semi-arid,Sunflower
Maharashtra,Aurangabad,Clay,Zaid,1,0.7,Semi-arid,Maize
Gujarat,Rajkot,Red,Zaid,1,14.2,Semi-arid,Groundnut
Karnataka,Belgaum,Clay,Rabi,1,13.6,Semi-arid,Gram
Karnataka,Bangalore Rural,Black,Rabi,1,19.0,Semi-arid,Sunflower
Maharashtra,Solapur,Sandy,Kharif,1,7.0,Arid,Groundnut
Maharashtra,Ahmednagar,Sandy,Zaid,1,9.7,Semi-arid,Groundnut
Maharashtra,Kolhapur,Laterite,Zaid,1,14.2,Humid,Groundnut
Maharashtra,Nashik,Laterite,Zaid,1,16.7,Semi-arid,Groundnut
Maharashtra,Satara,Sandy,Rabi,1,11.7,Humid,Gram
Gujarat,Vadodara,Sandy,Zaid,1,14.3,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Black,Rabi,1,5.1,Semi-arid,Wheat
Karnataka,Belgaum,Loamy,Kharif,1,24.8,Semi-arid,Maize
Karnataka,Gulbarga,Laterite,Kharif,1,11.7,Semi-arid,Groundnut
Karnataka,Mysore,Sandy,Kharif,1,9.3,Humid,Groundnut
Karnataka,Belgaum,Loamy,Rabi,1,16.3,Semi-arid,Gram
Maharashtra,Pune,Red,Kharif,1,16.9,Semi-arid,Cotton
Maharashtra,Kolhapur,Alluvial,Rabi,1,0.6,Humid,Gram
Maharashtra,Solapur,Laterite,Zaid,1,17.9,Arid,Groundnut
Gujarat,Junagadh,Black,Zaid,1,2.3,Arid,Sunflower
Maharashtra,Aurangabad,Red,Rabi,1,23.3,Semi-arid,Sunflower
Karnataka,Hubli,Black,Rabi,1,2.0,Semi-arid,Wheat
Gujarat,Surat,Loamy,Kharif,1,5.1,Humid,Cotton
Karnataka,Belgaum,Clay,Rabi,1,12.5,Semi-arid,Wheat
Gujarat,Junagadh,Red,Kharif,0,2.8,Arid,Tur
Maharashtra,Nashik,Loamy,Rabi,0,9.4,Semi-arid,Wheat
Maharashtra,Aurangabad,Alluvial,Kharif,1,15.3,Semi-arid,Maize
Maharashtra,Aurangabad,Laterite,Zaid,1,12.0,Semi-arid,Groundnut
Gujarat,Junagadh,Loamy,Zaid,1,12.0,Arid,Sunflower
Gujarat,Ahmedabad,Alluvial,Zaid,0,16.1,Arid,Onion
Maharashtra,Pune,Red,Rabi,1,19.8,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Laterite,Kharif,1,17.9,Semi-arid,Groundnut
Karnataka,Hubli,Laterite,Kharif,0,10.4,Semi-arid,Groundnut
Karnataka,Belgaum,Loamy,Rabi,1,18.1,Semi-arid,Wheat
Karnataka,Mysore,Red,Rabi,1,13.9,Humid,Sunflower
Maharashtra,Kolhapur,Red,Rabi,0,4.9,Humid,Sunflower
Karnataka,Gulbarga,Red,Rabi,1,18.6,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Clay,Rabi,1,8.9,Semi-arid,Gram
Maharashtra,Nagpur,Black,Zaid,0,6.1,Sub-humid,Sunflower
Maharashtra,Kolhapur,Loamy,Rabi,1,6.5,Humid,Sunflower
Maharashtra,Kolhapur,Sandy,Zaid,1,24.6,Humid,Groundnut
Karnataka,Hubli,Black,Zaid,1,7.3,Semi-arid,Sunflower
Maharashtra,Kolhapur,Sandy,Zaid,1,20.2,Humid,Groundnut
Maharashtra,Aurangabad,Laterite,Kharif,0,21.2,Semi-arid,Tur
Karnataka,Mysore,Sandy,Zaid,1,20.1,Humid,Groundnut
Karnataka,Mysore,Red,Zaid,1,12.8,Humid,Groundnut
Gujarat,Surat,Sandy,Zaid,0,13.5,Humid,Groundnut
Maharashtra,Kolhapur,Loamy,Kharif,1,6.6,Humid,Maize
Maharashtra,Solapur,Red,Zaid,0,5.3,Arid,Maize
Karnataka,Gulbarga,Black,Rabi,0,9.3,Semi-arid,Gram
Maharashtra,Satara,Red,Kharif,1,14.7,Humid,Sunflower
Gujarat,Rajkot,Clay,Kharif,1,16.4,Semi-arid,Rice
Karnataka,Bangalore Rural,Clay,Zaid,1,8.6,Semi-arid,Sunflower
Maharashtra,Nagpur,Black,Rabi,0,14.1,Sub-humid,Gram
Karnataka,Mysore,Black,Rabi,1,3.2,Humid,Gram
Gujarat,Surat,Clay,Kharif,1,22.6,Humid,Rice
Gujarat,Rajkot,Black,Zaid,0,5.8,Semi-arid,Sunflower
Gujarat,Rajkot,Sandy,Rabi,1,0.6,Semi-arid,Gram
Karnataka,Gulbarga,Clay,Rabi,1,16.4,Semi-arid,Gram
Karnataka,Gulbarga,Red,Kharif,1,18.5,Semi-arid,Cotton
Maharashtra,Aurangabad,Laterite,Rabi,1,13.2,Semi-arid,Wheat
Karnataka,Gulbarga,Red,Kharif,1,3.7,Semi-arid,Sunflower
Gujarat,Rajkot,Loamy,Rabi,0,11.0,Semi-arid,Wheat
Gujarat,Junagadh,Black,Zaid,1,19.3,Arid,Sunflower
Gujarat,Ahmedabad,Sandy,Zaid,1,19.9,Arid,Groundnut
Maharashtra,Pune,Loamy,Kharif,1,8.9,Semi-arid,Soybean
Gujarat,Vadodara,Clay,Zaid,1,24.8,Semi-arid,Groundnut
Maharashtra,Kolhapur,Black,Zaid,1,24.3,Humid,Sunflower
Karnataka,Mysore,Alluvial,Zaid,1,19.0,Humid,Maize
Karnataka,Belgaum,Alluvial,Rabi,1,10.8,Semi-arid,Wheat
Gujarat,Surat,Clay,Zaid,1,10.6,Humid,Groundnut
Maharashtra,Nagpur,Black,Rabi,1,1.8,Sub-humid,Sunflower
Maharashtra,Nagpur,Sandy,Zaid,1,0.5,Sub-humid,Groundnut
Maharashtra,Solapur,Red,Kharif,1,17.9,Arid,Tur
Maharashtra,Kolhapur,Loamy,Zaid,0,19.7,Humid,Maize
Karnataka,Belgaum,Laterite,Kharif,0,18.6,Semi-arid,Tur
Karnataka,Mysore,Black,Rabi,1,2.5,Humid,Sunflower
Maharashtra,Ahmednagar,Loamy,Kharif,1,9.4,Semi-arid,Cotton
Maharashtra,Nashik,Sandy,Rabi,1,24.9,Semi-arid,Wheat
Gujarat,Surat,Red,Kharif,0,16.7,Humid,Sunflower
Gujarat,Vadodara,Black,Kharif,0,3.4,Semi-arid,Cotton
Maharashtra,Solapur,Loamy,Kharif,0,20.4,Arid,Soybean
Karnataka,Bangalore Rural,Red,Kharif,1,19.9,Semi-arid,Groundnut
Maharashtra,Solapur,Loamy,Zaid,1,1.6,Arid,Sunflower
Karnataka,Gulbarga,Laterite,Zaid,0,23.8,Semi-arid,Groundnut
Karnataka,Gulbarga,Loamy,Rabi,1,9.5,Semi-arid,Gram
Karnataka,Bangalore Rural,Red,Rabi,0,16.3,Semi-arid,Sunflower
Gujarat,Junagadh,Sandy,Zaid,1,13.2,Arid,Groundnut
Karnataka,Hubli,Laterite,Kharif,1,10.8,Semi-arid,Tur
Karnataka,Belgaum,Red,Rabi,1,23.4,Semi-arid,Sunflower
Maharashtra,Nashik,Loamy,Zaid,1,7.8,Semi-arid,Sunflower
Karnataka,Hubli,Alluvial,Rabi,0,3.0,Semi-arid,Wheat
Maharashtra,Nashik,Laterite,Kharif,1,1.1,Semi-arid,Groundnut
Gujarat,Vadodara,Sandy,Rabi,0,10.1,Semi-arid,Wheat
Karnataka,Bangalore Rural,Clay,Zaid,0,2.9,Semi-arid,Sunflower
Maharashtra,Nashik,Red,Rabi,1,5.7,Semi-arid,Sunflower
Karnataka,Gulbarga,Sandy,Kharif,1,15.5,Semi-arid,Groundnut
Gujarat,Vadodara,Red,Zaid,1,19.5,Semi-arid,Groundnut
Maharashtra,Pune,Loamy,Rabi,1,7.9,Semi-arid,Sunflower
Karnataka,Belgaum,Sandy,Zaid,0,17.1,Semi-arid,Groundnut
Maharashtra,Solapur,Laterite,Zaid,1,3.8,Arid,Groundnut
Karnataka,Hubli,Black,Zaid,0,13.5,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Laterite,Zaid,0,19.0,Semi-arid,Groundnut
Gujarat,Junagadh,Red,Kharif,0,21.5,Arid,Cotton
Maharashtra,Kolhapur,Red,Zaid,1,7.9,Humid,Maize
Karnataka,Mysore,Alluvial,Rabi,0,18.9,Humid,Wheat
Karnataka,Mysore,Red,Kharif,1,15.6,Humid,Cotton
Gujarat,Vadodara,Clay,Zaid,0,15.4,Semi-arid,Groundnut
Gujarat,Ahmedabad,Alluvial,Rabi,0,12.4,Arid,Wheat
Maharashtra,Pune,Clay,Kharif,0,10.2,Semi-arid,Rice
Gujarat,Vadodara,Red,Kharif,0,18.9,Semi-arid,Tur
Karnataka,Belgaum,Clay,Kharif,1,1.8,Semi-arid,Rice
Karnataka,Bangalore Rural,Black,Rabi,1,12.8,Semi-arid,Sunflower
Karnataka,Gulbarga,Sandy,Rabi,1,4.8,Semi-arid,Sunflower
Gujarat,Surat,Alluvial,Zaid,0,7.3,Humid,Onion
Gujarat,Ahmedabad,Sandy,Kharif,0,15.6,Arid,Groundnut
Karnataka,Bangalore Rural,Alluvial,Zaid,1,19.4,Semi-arid,Onion
Karnataka,Gulbarga,Black,Kharif,1,14.2,Semi-arid,Jowar
Gujarat,Junagadh,Alluvial,Zaid,0,24.6,Arid,Onion
Gujarat,Junagadh,Loamy,Kharif,1,3.9,Arid,Cotton
Karnataka,Hubli,Alluvial,Kharif,1,18.3,Semi-arid,Maize
Karnataka,Mysore,Loamy,Kharif,1,17.2,Humid,Sunflower
Karnataka,Mysore,Loamy,Zaid,0,20.3,Humid,Sunflower
Karnataka,Bangalore Rural,Clay,Zaid,1,5.5,Semi-arid,Maize
Gujarat,Ahmedabad,Red,Rabi,1,9.0,Arid,Sunflower
Gujarat,Ahmedabad,Red,Zaid,1,16.4,Arid,Groundnut
